Player,gp,goals,assists,points,plusminus,PIM,pointShares,evenStrengthG,powerPlayG,shortHandG,gameWinningG,evenStrengthA,powerPlayA,shortHandA,shots,TOI,blocks,hits,foWins,foLosses,CorsiFor,CorsiAgainst,FenwickFor,FenwickAgainst,oiSHperc,oiSVperc,oZSperc,dZSperc,takeaways,giveaways,shotAttempts,thruperc,shotPerc,averageTOI,foPerc,CorsiPerc,FenwickPerc,PDO
Tomas Jurco\jurcoto01,213,22,30,52,-10,64,3.8,19,3,0,1,28,2,0,298,2408,48,261,7,17,2023,1777,1506,1329,6.566666666666666,91.01666666666667,54.36666666666667,45.63333333333333,51,48,544,51.833333333333336,0.0738255033557047,11.305164319248826,0.2916666666666667,0.5323684210526316,0.5312169312169313,97.58333333333333
Tomas Kaberle\kaberto01,541,46,293,339,-40,150,47.1,25,21,0,7,116,175,2,925,12658,506,174,1,1,6505,6072,4806,4521,6.675,68.275,42.4375,32.5625,109,300,1289,36.5375,0.04972972972972973,23.397412199630313,0.5,0.5172139619941163,0.5152782245094886,74.95
Tomas Kana\kanato01,6,0,2,2,2,2,0.2,0,0,0,0,2,0,0,4,52,1,11,0,0,34,40,26,31,10.5,100,53.8,46.2,0,0,7,57.1,0,8.666666666666666,NaN,0.4594594594594595,0.45614035087719296,110.5
Tomas Kloucek\kloucto01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,3,NaN,NaN,NaN,0
Tomas Kopecky\kopecto01,578,68,106,174,-54,307,11.2,54,11,3,10,82,24,0,934,7521,166,554,445,530,5445,5043,4086,3821,5.37,72.84,42.76,37.24,216,116,1602,45.72,0.0728051391862955,13.012110726643598,0.4564102564102564,0.5191647597254004,0.5167573036549893,78.21000000000001
Tomas Kubalik\kubalto01,12,1,3,4,-6,6,0,1,0,0,0,3,0,0,13,165,5,20,1,0,114,140,79,100,10.3,83.35,52.849999999999994,47.150000000000006,2,5,21,68.3,0.07692307692307693,13.75,1,0.44881889763779526,0.441340782122905,93.64999999999999
Tomas Kundratek\kundrto01,30,1,6,7,-5,10,0.7,1,0,0,0,3,3,0,25,453,27,24,0,0,324,384,225,275,3,95.75,51.1,48.9,6,12,68,38.25,0.04,15.1,NaN,0.4576271186440678,0.45,98.75
Tomas Malec\malecto01,3,0,0,0,4,2,0.3,0,0,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.666666666666666,NaN,NaN,NaN,0
Tomas Mojzis\mojzito01,17,1,2,3,1,14,0.7,1,0,0,0,1,1,0,16,187,0,4,0,0,14,17,12,13,0,30.3,20.833333333333332,12.5,2,1,5,13.333333333333334,0.0625,11,NaN,0.45161290322580644,0.48,30.3
Tomas Nosek\nosekto01,219,24,24,48,-9,56,2.7,21,0,3,2,23,0,1,322,2541,90,235,375,331,2028,1820,1465,1334,5.2,90.82,50.78,49.24,98,47,526,60.14,0.07453416149068323,11.602739726027398,0.5311614730878187,0.527027027027027,0.5234012147195427,96.02
Tomas Plekanec\plekato01,999,233,375,608,55,543,64.2,160,53,20,36,239,125,11,2360,18009,481,551,8028,8036,11360,11566,8285,8412,7.435714285714286,78.96428571428571,37.528571428571425,48.18571428571428,382,450,3615,50.07857142857143,0.09872881355932203,18.027027027027028,0.49975099601593626,0.4955072843060281,0.49619692160268314,86.39999999999999
Tomas Plihal\plihato01,89,7,9,16,0,26,1.1,6,0,1,1,9,0,0,123,916,19,83,136,131,682,574,515,438,3.8000000000000003,62.1,38.2,28.466666666666665,26,25,191,38.43333333333333,0.056910569105691054,10.292134831460674,0.5093632958801498,0.5429936305732485,0.540398740818468,65.9
Tomas Surovy\surovto01,53,12,13,25,-13,45,1.7,9,3,0,1,8,5,0,107,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11214953271028037,13.584905660377359,NaN,NaN,NaN,0
Tomas Tatar\tatarto01,575,166,181,347,23,216,41.8,121,45,0,27,142,39,0,1269,9003,168,576,68,111,7912,6046,5848,4668,9.011111111111111,90.33333333333333,55.77777777777778,44.22222222222222,267,243,2294,53.63333333333333,0.13081166272655634,15.657391304347826,0.37988826815642457,0.5668433873047715,0.5561049828832255,99.34444444444443
Tomas Vincour\vincoto01,95,7,10,17,-9,12,0.7,7,0,0,1,10,0,0,105,912,33,117,4,14,838,750,603,539,5.475,91.675,56.925,43.075,28,20,207,45.575,0.06666666666666667,9.6,0.2222222222222222,0.5277078085642317,0.5280210157618214,97.14999999999999
Tomi Maki\makito01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,11,NaN,NaN,NaN,0
Tomi Pettinen\pettito01,18,0,0,0,-2,16,0.1,0,0,0,0,0,0,0,7,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.666666666666666,NaN,NaN,NaN,0
Tommi Santala\santato01,30,1,5,6,0,24,0.4,1,0,0,0,5,0,0,20,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,7.366666666666666,NaN,NaN,NaN,0
Tommy Albelin\albelto01,36,0,6,6,4,2,1.6,0,0,0,0,5,1,0,15,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.972222222222221,NaN,NaN,NaN,0
Tommy Cross\crossto01,3,0,1,1,-1,0,0,0,0,0,0,0,0,1,0,39,1,3,0,0,29,31,23,23,6.7,83.3,42.9,57.1,0,0,3,0,NaN,13,NaN,0.48333333333333334,0.5,90
Tommy Wingels\wingeto01,448,62,81,143,-39,254,10.9,50,6,6,11,63,15,3,740,6109,310,1211,460,592,5028,5069,3711,3613,5.3,91.7,47.45,52.55,146,176,1213,60.1125,0.08378378378378379,13.636160714285714,0.4372623574144487,0.4979696939685055,0.5066903331512834,97
Toni Lydman\lydmato01,558,17,132,149,61,411,32.3,14,3,0,2,113,14,5,547,11592,813,801,0,1,5917,6542,4558,4813,6.6,68.9375,34.8875,40.1125,78,288,898,35.4875,0.031078610603290677,20.774193548387096,0,0.4749177301549081,0.4863941948564721,75.5375
Tony Amonte\amontto01,161,24,48,72,-1,83,5.4,18,4,2,4,30,16,2,294,2515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08163265306122448,15.621118012422361,NaN,NaN,NaN,0
Tony Salmelainen\salmeto01,57,6,11,17,-3,26,1.3,6,0,0,1,10,1,0,54,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,9.87719298245614,NaN,NaN,NaN,0
Torey Krug\krugto01,523,67,270,337,23,220,54.1,42,24,1,14,134,136,0,1335,10627,507,413,3,2,8954,7332,6636,5543,9.522222222222222,88.26666666666667,61.81111111111111,38.18888888888889,158,354,2688,43.47777777777778,0.050187265917602995,20.319311663479922,0.6,0.5497973719759303,0.5448723212086378,97.78888888888889
Torrey Mitchell\mitchto01,666,67,85,152,-10,351,9.9,63,1,3,8,81,0,4,727,8332,376,655,1972,1958,5968,6334,4426,4556,6.83,92.84,40.65,59.35,253,251,1231,58.82,0.0921595598349381,12.51051051051051,0.5017811704834606,0.4851243700211348,0.49276330438655086,99.67
Travis Boyd\boydtr01,85,8,23,31,17,10,2.9,8,0,0,1,20,3,0,63,874,31,29,144,221,701,713,521,527,12.5,94.6,52.3,47.7,21,21,118,52.56666666666667,0.12698412698412698,10.282352941176471,0.39452054794520547,0.4957567185289958,0.49713740458015265,107.1
Travis Dermott\dermotr01,157,9,32,41,25,67,8.1,9,0,0,1,32,0,0,217,2669,151,224,0,0,2418,2099,1794,1602,10,92.13333333333334,53.93333333333334,46.06666666666666,58,135,435,50.56666666666667,0.041474654377880185,17,NaN,0.5353110471551915,0.5282685512367491,102.13333333333334
Travis Green\greentr01,113,11,13,24,2,106,0.8,9,0,2,1,12,0,1,140,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07857142857142857,13.371681415929203,NaN,NaN,NaN,0
Travis Hamonic\hamontr01,637,37,151,188,2,591,36.8,29,6,2,3,128,19,4,1130,14092,1281,1023,0,2,11231,11487,8244,8302,8.64,90.72,47.95,52.05,324,497,2553,44.49,0.03274336283185841,22.122448979591837,0,0.4943657012060921,0.49824731052822435,99.36
Travis Konecny\konectr01,299,83,102,185,10,163,20,70,13,0,12,77,25,0,633,4553,154,317,38,59,3830,3678,2861,2719,9.5,90.725,51.1,48.9,124,162,1061,59.575,0.13112164296998421,15.22742474916388,0.3917525773195876,0.5101225359616409,0.5127240143369176,100.225
Travis Moen\moentr01,665,55,75,130,-49,659,2.8,46,1,8,3,71,1,3,736,8977,317,956,43,73,4563,5527,3459,4092,5.072727272727273,75.93636363636364,35.31818181818182,46.5,117,115,964,49.418181818181814,0.07472826086956522,13.499248120300752,0.3706896551724138,0.45222993062438055,0.4580850218514104,81.00909090909092
Travis Morin\morintr01,13,0,1,1,3,0,0,0,0,0,0,1,0,0,16,141,3,4,55,57,141,106,92,72,4.833333333333333,98.5,50.9,49.1,3,1,29,64.76666666666667,0,10.846153846153847,0.49107142857142855,0.5708502024291497,0.5609756097560976,103.33333333333333
Travis Roche\rochetr01,50,6,13,19,2,22,3.6,4,2,0,1,6,7,0,32,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,17.02,NaN,NaN,NaN,0
Travis Sanheim\sanhetr01,200,19,51,70,-6,74,11.3,17,2,0,2,44,7,0,303,3759,247,113,0,0,3056,2917,2276,2171,9.433333333333334,89.4,51.333333333333336,48.666666666666664,50,154,619,48.800000000000004,0.0627062706270627,18.795,NaN,0.511635693956136,0.5118057117157634,98.83333333333334
Travis Turnbull\turnbtr01,3,1,0,1,0,5,0.2,1,0,0,0,0,0,0,3,15,2,7,5,5,9,13,8,8,20,83.3,50,50,0,0,3,100,0.3333333333333333,5,0.5,0.4090909090909091,0.5,103.3
Travis Zajac\zajactr01,991,195,337,532,-19,338,50.9,130,53,12,22,233,94,10,1761,18596,370,736,8227,7045,11547,10940,8820,8320,7.378571428571428,84.61428571428571,45.142857142857146,47.714285714285715,576,274,2720,55.59285714285714,0.11073253833049404,18.764883955600403,0.5386982713462546,0.5134966869746965,0.514585764294049,91.99285714285715
Trent Frederic\fredetr01,17,0,0,0,-5,15,-0.5,0,0,0,0,0,0,0,20,154,3,26,41,40,111,133,76,97,NA,91.15,53.2,46.8,5,2,25,89.6,0,9.058823529411764,0.5061728395061729,0.45491803278688525,0.4393063583815029,NA
Trent Hunter\huntetr01,412,76,105,181,-33,189,13.9,55,20,1,10,75,26,4,1005,6613,104,623,16,67,2981,2804,2171,2099,4.514285714285714,65.71428571428571,33.628571428571426,37.8,141,97,1097,38.74285714285714,0.07562189054726368,16.050970873786408,0.1927710843373494,0.5152981849611064,0.5084309133489462,70.22857142857143
Trent Whitfield\whitftr01,50,2,7,9,-3,21,0.1,1,1,0,0,6,1,0,61,582,10,18,122,82,155,144,123,101,5.9,72.5,38.975,36.025,3,0,29,53.8,0.03278688524590164,11.64,0.5980392156862745,0.5183946488294314,0.5491071428571429,78.4
Trevor Carrick\carritr01,7,0,0,0,-2,12,-0.1,0,0,0,0,0,0,0,5,69,3,3,0,0,55,57,40,46,1.325,89.175,74.35,25.65,4,3,12,45.825,0,9.857142857142858,NaN,0.49107142857142855,0.46511627906976744,90.5
Trevor Daley\daleytr01,1031,88,215,303,-2,634,61.5,68,16,4,20,160,47,8,1401,21134,1201,391,1,2,13268,14437,10003,10828,7.8933333333333335,79.16666666666667,42.833333333333336,43.833333333333336,242,402,2559,42.4,0.06281227694503926,20.498545101842872,0.3333333333333333,0.4789027251398664,0.48019778215160097,87.06
Trevor Frischmon\frisctr01,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,18,0,3,4,2,11,6,7,4,0,100,66.7,33.3,0,0,3,33.3,0,6,0.6666666666666666,0.6470588235294118,0.6363636363636364,100
Trevor Gillies\gillitr01,57,2,1,3,-6,261,-0.1,2,0,0,0,1,0,0,17,185,6,57,0,1,106,224,70,165,5.65,64.975,53.6,21.4,2,4,26,56.975,0.11764705882352941,3.245614035087719,0,0.3212121212121212,0.2978723404255319,70.625
Trevor Letowski\letowtr01,217,21,33,54,-20,84,2,18,1,2,2,26,3,4,271,2700,37,26,269,333,483,562,368,401,2.033333333333333,30,16.900000000000002,16.433333333333334,13,8,112,19.933333333333334,0.07749077490774908,12.442396313364055,0.446843853820598,0.46220095693779906,0.47854356306892065,32.03333333333333
Trevor Lewis\lewistr01,674,70,93,163,-43,171,9.5,62,2,6,18,88,4,1,1193,9205,278,1233,759,1039,7201,6368,5445,4729,5.691666666666666,90.875,54.166666666666664,45.833333333333336,170,146,1976,60.983333333333334,0.0586756077116513,13.65727002967359,0.4221357063403782,0.5306949664676837,0.5351877334381757,96.56666666666666
Trevor Linden\lindetr01,221,26,27,53,-3,64,3.7,17,6,3,2,24,2,1,192,2583,16,48,158,158,354,492,262,394,2.733333333333333,31.3,12,21.333333333333332,11,14,75,20.433333333333334,0.13541666666666666,11.687782805429864,0.5,0.41843971631205673,0.39939024390243905,34.03333333333333
Trevor Moore\mooretr01,67,8,10,18,-3,8,1.1,8,0,0,0,9,0,1,86,769,24,75,4,10,568,577,415,447,8.65,90.80000000000001,44.75,55.25,29,29,148,57.1,0.09302325581395349,11.477611940298507,0.2857142857142857,0.4960698689956332,0.4814385150812065,99.45000000000002
Trevor Murphy\murphtr01,8,1,2,3,5,0,1,1,0,0,0,2,0,0,5,114,9,6,0,0,88,124,69,102,12.2,98.6,60.3,39.7,3,3,14,35.7,0.2,14.25,NaN,0.41509433962264153,0.40350877192982454,110.8
Trevor Smith\smithtr01,107,9,11,20,-13,20,0.7000000000000001,9,0,0,2,9,1,1,94,1186,58,147,448,471,804,1072,614,774,NA,94.31666666666666,50.4,49.6,28,14,164,NA,0.09574468085106383,11.08411214953271,0.48748639825897716,0.42857142857142855,0.4423631123919308,NA
Trevor van Riemsdyk\vanritr01,364,15,54,69,10,102,15.5,15,0,0,5,51,2,1,450,6201,504,158,0,0,5455,4840,4015,3574,7.6,91.48333333333333,56.36666666666667,43.63333333333333,134,155,910,49.9,0.03333333333333333,17.035714285714285,NaN,0.5298688683827101,0.529055211490315,99.08333333333333
Triston Grant\granttr01,11,0,1,1,-2,19,-0.1,0,0,0,0,1,0,0,5,58,1,5,0,0,16,18,14,16,0,46.15,36.35,13.65,0,1,3,33.35,0,5.2727272727272725,NaN,0.47058823529411764,0.4666666666666667,46.15
Troy Bodie\bodietr01,159,9,12,21,-9,172,0.4,8,0,1,1,12,0,0,158,1359,40,222,3,8,1110,1356,846,1026,3.58,96.28,54.5,45.5,26,24,278,58.18,0.056962025316455694,8.547169811320755,0.2727272727272727,0.45012165450121655,0.4519230769230769,99.86
Troy Brouwer\brouwtr01,851,182,181,363,-28,595,34.7,115,60,7,35,122,56,3,1326,13624,439,2047,855,839,9393,9384,6938,6909,9.721428571428572,85.21428571428571,46.74285714285714,46.114285714285714,332,292,2375,48.08571428571429,0.13725490196078433,16.00940070505288,0.5047225501770957,0.5002396548969484,0.5010471582292193,94.93571428571428
Troy Stecher\stechtr01,286,11,64,75,-4,124,14.7,9,1,1,0,53,10,1,410,5311,307,322,0,1,4249,4382,3162,3344,8.825,91.825,47.5,52.5,106,117,947,43.85,0.026829268292682926,18.56993006993007,0,0.49229521492295214,0.4860129111589302,100.65
Troy Terry\terrytr01,81,8,20,28,3,8,2.0999999999999996,6,2,0,0,14,6,0,101,1148,23,7,4,9,779,842,585,630,6.033333333333333,95.2,62.13333333333333,37.86666666666667,45,35,202,64.83333333333333,0.07920792079207921,14.17283950617284,0.3076923076923077,0.4805675508945096,0.48148148148148145,101.23333333333333
Tucker Poolman\poolmtu01,81,5,13,18,1,24,3.5,4,0,1,1,13,0,0,91,1297,77,78,0,0,979,1022,708,794,9.75,92.25,51.2,48.8,19,60,212,42.95,0.054945054945054944,16.012345679012345,NaN,0.4892553723138431,0.47137150466045274,102
Tuomas Pihlman\pihlmtu01,13,1,1,2,-1,10,0.1,1,0,0,0,1,0,0,14,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,9.538461538461538,NaN,NaN,NaN,0
Tuomo Ruutu\ruututu01,653,125,177,302,-39,538,27.8,91,34,0,12,145,32,0,1104,10157,209,1513,387,571,6960,6627,5113,5028,6.281818181818182,74.28181818181818,41.88181818181818,39.93636363636364,226,219,1784,44.836363636363636,0.11322463768115942,15.554364471669219,0.40396659707724425,0.5122543607860455,0.5041909081944581,80.56363636363636
Turner Elson\elsontu01,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,15,0,2,0,0,3,13,3,10,33.3,100,50,50,0,0,0,NA,NaN,15,NaN,0.1875,0.23076923076923078,133.3
Turner Stevenson\stevetu01,31,1,3,4,-2,45,-0.1,0,0,1,0,2,0,1,26,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,8.32258064516129,NaN,NaN,NaN,0
Ty Rattie\rattity01,99,13,17,30,-4,12,2.6,13,0,0,2,16,1,0,154,1124,21,100,1,2,884,973,668,732,7.433333333333334,87.3,58.95,41.06666666666666,30,19,237,62.7,0.08441558441558442,11.353535353535353,0.3333333333333333,0.4760366182014001,0.47714285714285715,94.73333333333333
Ty Wishart\wishaty01,26,1,5,6,5,10,1.5,0,1,0,0,4,0,1,25,404,33,30,0,0,346,339,261,243,4.566666666666666,95.73333333333333,37.4,62.6,10,12,60,NA,0.04,15.538461538461538,NaN,0.5051094890510949,0.5178571428571429,100.3
Tye McGinn\mcginty01,89,9,8,17,-1,44,1.3,9,0,0,1,8,0,0,110,962,25,116,1,1,814,840,553,604,6.275,93.8,48.5,51.5,19,19,204,53.775,0.08181818181818182,10.808988764044944,0.5,0.4921402660217654,0.47796024200518583,100.075
Tyler Arnason\arnasty01,302,44,103,147,-24,100,11,33,11,0,6,74,29,0,701,4321,32,12,707,806,1522,1528,1177,1105,3.425,45.325,26.975,23.025,119,81,457,30.95,0.06276747503566334,14.30794701986755,0.46728354263053534,0.49901639344262294,0.5157756354075372,48.75
Tyler Benson\bensoty01,7,0,1,1,-1,0,0,0,0,0,0,1,0,0,5,73,1,3,1,0,47,58,33,40,16.7,83.3,43.9,56.1,2,3,13,38.5,0,10.428571428571429,1,0.44761904761904764,0.4520547945205479,100
Tyler Bertuzzi\bertuty01,199,49,70,119,-20,115,11.2,42,7,0,6,55,15,0,346,3332,107,212,16,30,2449,2572,1834,1963,9.175,90.3,49.25,50.75,73,117,632,50.6,0.1416184971098266,16.743718592964825,0.34782608695652173,0.48775144393547104,0.48301290492494076,99.475
Tyler Bouck\bouckty01,18,1,1,2,-1,37,0.1,1,0,0,0,1,0,0,13,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,6.888888888888889,NaN,NaN,NaN,0
Tyler Bozak\bozakty01,733,162,270,432,-81,212,38.7,106,50,6,22,203,66,1,1233,13127,352,682,6772,5835,10214,10599,7506,8084,8.981818181818182,90.80909090909091,51.35454545454545,48.64545454545455,447,318,2070,58.981818181818184,0.13138686131386862,17.908594815825374,0.5371618941857698,0.4907509729495988,0.4814624759461193,99.7909090909091
Tyler Cuma\cumaty01,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,1,2,0,0,10,8,6,6,0,100,75,25,0,0,2,0,NaN,11,NaN,0.5555555555555556,0.5,100
Tyler Eckford\eckfoty01,7,0,1,1,-1,4,0.1,0,0,0,0,0,1,0,2,57,5,4,0,0,28,41,19,31,0,96.9,60.2,39.8,0,1,5,62.5,0,8.142857142857142,NaN,0.4057971014492754,0.38,96.9
Tyler Ennis\ennisty01,613,133,180,313,-78,202,30.2,100,32,1,10,119,61,0,1319,9535,267,545,643,943,6890,8069,5194,6121,7.9363636363636365,91.45454545454545,50.31818181818182,49.68181818181818,258,199,2199,59.97272727272727,0.10083396512509477,15.554649265905383,0.40542244640605296,0.46059228558058696,0.45903667697746353,99.39090909090909
Tyler Gaudet\gaudety01,20,1,3,4,-3,0,0,1,0,0,0,3,0,0,10,219,6,28,66,78,134,184,92,140,6.8,91.13333333333334,30.1,69.9,3,3,24,58.733333333333334,0.1,10.95,0.4583333333333333,0.42138364779874216,0.39655172413793105,97.93333333333334
Tyler Graovac\graovty01,70,9,2,11,1,14,1,7,2,0,2,2,0,0,60,647,21,64,191,218,431,657,324,494,1.8800000000000001,91.98,45.5,54.5,24,6,107,52.54,0.15,9.242857142857142,0.4669926650366748,0.3961397058823529,0.3960880195599022,93.86
Tyler Johnson\johnsty01,534,153,186,339,85,170,39.9,117,28,8,29,128,57,1,1154,9072,232,388,3019,3107,6875,6545,5241,4991,10.0125,92.5,51.4875,48.5125,160,213,1973,55.7375,0.13258232235701906,16.98876404494382,0.49281749918380674,0.5122950819672131,0.51221657544957,102.5125
Tyler Kennedy\kennety01,527,89,126,215,6,239,21.1,78,11,0,18,103,23,0,1273,6944,102,505,246,304,6254,5477,4619,4083,7.277777777777778,91.75555555555556,49.522222222222226,50.477777777777774,177,119,2193,57.833333333333336,0.06991358994501179,13.176470588235293,0.44727272727272727,0.5331173812974171,0.5307975178119972,99.03333333333333
Tyler Lewington\lewinty01,8,1,1,2,1,24,0.4,1,0,0,0,1,0,0,5,89,8,17,0,0,70,73,45,44,14.9,93.5,61.05,38.95,1,6,10,54.15,0.2,11.125,NaN,0.48951048951048953,0.5056179775280899,108.4
Tyler Motte\mottety01,187,22,16,38,-24,40,1.5,20,0,2,1,16,0,0,262,2283,140,438,33,66,1541,2052,1157,1498,7.449999999999999,92.325,31.75,68.25,78,33,457,56.9,0.08396946564885496,12.20855614973262,0.3333333333333333,0.4288895073754523,0.43578154425612053,99.775
Tyler Myers\myersty01,703,80,206,286,2,517,53.9,58,19,3,16,131,69,6,1177,15662,1012,834,0,1,10806,11632,8103,8811,8.781818181818181,91.77272727272727,49.85454545454545,50.154545454545456,326,567,2435,47.50909090909091,0.06796941376380629,22.278805120910384,0,0.4815937249309208,0.47907059240865557,100.55454545454545
Tyler Pitlick\pitlity01,248,41,32,73,13,62,7.5,40,1,0,6,31,0,1,361,3092,160,498,37,67,2250,2454,1659,1750,8.233333333333333,91.8,38.083333333333336,61.916666666666664,73,74,629,56.55,0.11357340720221606,12.46774193548387,0.3557692307692308,0.47831632653061223,0.486652977412731,100.03333333333333
Tyler Randell\randety01,27,6,0,6,-2,47,0.9,6,0,0,1,0,0,0,18,189,8,39,0,0,124,192,90,145,13.6,89.7,51.6,48.4,6,1,21,85.7,0.3333333333333333,7,NaN,0.3924050632911392,0.3829787234042553,103.3
Tyler Seguin\seguity01,741,279,356,635,82,223,80.1,200,78,1,52,235,120,1,2601,13680,269,559,3648,3244,11890,10422,8780,7744,9.6,91.28,53.84,46.16,358,428,4489,58.03,0.10726643598615918,18.46153846153846,0.5293093441671504,0.5328970957332377,0.5313483418058581,100.88
Tyler Sloan\sloanty01,99,4,13,17,-3,50,2.6,4,0,0,0,13,0,0,54,1416,133,116,2,1,1161,1233,823,899,8.066666666666666,91.39999999999999,50.56666666666666,49.43333333333334,23,62,119,40.43333333333334,0.07407407407407407,14.303030303030303,0.6666666666666666,0.4849624060150376,0.47793263646922185,99.46666666666665
Tyler Toffoli\toffoty01,525,145,155,300,82,150,38.8,107,32,6,27,129,24,2,1402,8375,99,433,45,72,7402,5849,5456,4476,9.2625,92.075,56.8875,43.1125,219,225,2545,54.5875,0.10342368045649072,15.952380952380953,0.38461538461538464,0.5585993509923779,0.5493354812726541,101.3375
Tyler Wotherspoon\wothety01,30,0,5,5,-8,4,0.30000000000000004,0,0,0,0,5,0,0,17,408,39,25,0,0,318,375,227,268,3.8,77.6,47.3,52.7,4,14,61,32.725,0,13.6,NaN,0.4588744588744589,0.4585858585858586,81.39999999999999
Tyler Wright\wrighty01,43,2,6,8,-1,51,0.1,2,0,0,1,6,0,0,43,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046511627906976744,11.13953488372093,NaN,NaN,NaN,0
Tyrell Goulbourne\goulbty01,11,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,5,65,2,21,0,0,53,57,40,41,2.15,92.5,47.4,52.6,2,0,9,57.5,0,5.909090909090909,NaN,0.4818181818181818,0.49382716049382713,94.65
Tyson Barrie\barrity01,554,80,266,346,-66,179,50.300000000000004,58,21,1,18,157,108,1,1232,12071,588,374,0,0,9558,9675,7045,7304,8.622222222222222,90.52222222222223,57.84444444444444,42.166666666666664,198,345,2610,46.666666666666664,0.06493506493506493,21.78880866425993,NaN,0.4969583528310716,0.4909749808349014,99.14444444444445
Tyson Jost\jostty01,208,32,40,72,-6,62,5.6000000000000005,22,10,0,4,32,8,0,351,2810,82,142,252,448,1993,2155,1417,1552,7.6,90.475,47.6,52.4,71,31,596,59.15,0.09116809116809117,13.509615384615385,0.36,0.4804725168756027,0.4772650724149545,98.07499999999999
Tyson Nash\nashty01,50,0,6,6,-7,84,-0.6,0,0,0,0,5,0,1,44,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,NaN,NaN,NaN,0
Tyson Strachan\stracty01,186,1,19,20,-42,199,-0.7,1,0,0,0,18,0,1,157,3002,277,297,0,0,2127,2557,1575,1885,8.475,93.5875,49.4625,50.5375,39,69,361,36.8875,0.006369426751592357,16.13978494623656,NaN,0.4540990606319385,0.4552023121387283,102.0625
Urho Vaakanainen\vaakaur01,7,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,102,3,8,0,0,56,78,40,62,8.35,91.35,58.65,41.35,1,4,13,36.1,0,14.571428571428571,NaN,0.417910447761194,0.39215686274509803,99.69999999999999
