Player,gp,goals,assists,points,plusminus,PIM,pointShares,evenStrengthG,powerPlayG,shortHandG,gameWinningG,evenStrengthA,powerPlayA,shortHandA,shots,TOI,blocks,hits,foWins,foLosses,CorsiFor,CorsiAgainst,FenwickFor,FenwickAgainst,oiSHperc,oiSVperc,oZSperc,dZSperc,takeaways,giveaways,shotAttempts,thruperc,shotPerc,averageTOI,foPerc,CorsiPerc,FenwickPerc,PDO
Andy Greene\greenan01,933,49,200,249,-19,261,58.8,32,15,2,11,146,43,11,1024,20071,1749,726,0,0,12971,13795,9946,10320,7.3,85.25714285714285,42.52142857142857,50.33571428571429,347,444,2325,39.957142857142856,0.0478515625,21.512325830653804,NaN,0.4846073376671897,0.4907727227869338,92.55714285714285
Andy Hilbert\hilbean01,269,39,59,98,11,114,8.2,34,4,1,3,49,7,3,565,3609,137,84,170,238,1489,1581,1098,1140,2.66,54.76,25.34,34.66,88,52,505,38.92,0.06902654867256637,13.41635687732342,0.4166666666666667,0.48501628664495117,0.4906166219839142,57.42
Andy McDonald\mcdonan01,491,155,254,409,17,226,45.6,108,45,2,22,139,114,1,1312,8857,111,169,1349,1076,4384,3918,3364,2998,6.8,67.475,40.5625,34.4375,126,134,1345,46.125,0.11814024390243902,18.03869653767821,0.5562886597938145,0.5280655263791857,0.5287645394530022,74.27499999999999
Andy Miele\mielean01,15,0,2,2,2,11,0.09999999999999998,0,0,0,0,2,0,0,10,137,2,17,24,49,125,147,83,116,16.833333333333332,96.56666666666666,79.56666666666666,20.433333333333334,2,3,18,39.03333333333333,0,9.133333333333333,0.3287671232876712,0.45955882352941174,0.41708542713567837,113.39999999999999
Andy Roach\roachan01,5,1,2,3,0,10,0.5,0,1,0,0,0,2,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,14.4,NaN,NaN,NaN,0
Andy Sutton\suttoan01,375,21,65,86,12,620,18.3,17,2,2,5,59,3,3,362,7103,545,487,0,0,3250,3701,2420,2626,6.128571428571429,65.52857142857142,34.31428571428572,37.114285714285714,81,156,449,36.371428571428574,0.058011049723756904,18.941333333333333,NaN,0.46755862465832254,0.47958779231074117,71.65714285714286
Andy Welinski\welinan01,33,1,5,6,-6,8,0.8999999999999999,1,0,0,0,5,0,0,38,530,26,51,0,0,446,491,318,380,6.65,93.15,57.550000000000004,42.45,7,20,90,42.5,0.02631578947368421,16.060606060606062,NaN,0.4759871931696905,0.45558739255014324,99.80000000000001
Andy Wozniewski\woznian01,79,2,10,12,-4,81,2,2,0,0,0,10,0,0,51,1148,57,44,0,0,512,554,394,432,4.26,56.1,47.1,12.899999999999999,7,35,75,NA,0.0392156862745098,14.531645569620252,NaN,0.4803001876172608,0.47699757869249393,60.36
Anson Carter\cartean01,145,44,39,83,-5,59,8.9,25,19,0,8,25,14,0,216,2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2037037037037037,14.344827586206897,NaN,NaN,NaN,0
Anssi Salmela\salmean01,112,4,17,21,-11,44,4,2,1,1,1,17,0,0,139,1763,93,120,0,0,1371,1416,1033,1098,7.966666666666667,91.66666666666667,58.333333333333336,41.666666666666664,29,43,268,51.9,0.02877697841726619,15.741071428571429,NaN,0.49192680301399355,0.48474894415767245,99.63333333333334
Anthony Angello\angelan01,8,1,0,1,-1,4,0.1,1,0,0,0,0,0,0,5,46,5,13,0,1,29,37,23,28,10.5,90.9,42.1,57.9,1,0,7,71.4,0.2,5.75,0,0.4393939393939394,0.45098039215686275,101.4
Anthony Beauvillier\beauvan01,286,66,61,127,-7,49,12.4,58,7,1,11,50,11,0,521,4250,126,334,230,303,3371,3702,2506,2726,9.675,90.625,52.125,47.875,106,131,870,59.725,0.12667946257197696,14.86013986013986,0.43151969981238275,0.47660115933832886,0.47897553516819574,100.3
Anthony Bitetto\bitetan01,183,2,25,27,-7,122,4.6,2,0,0,1,24,0,1,147,2396,185,379,1,0,1833,2121,1375,1560,7.683333333333333,92.7,56.7,43.3,33,70,322,42.21666666666667,0.013605442176870748,13.092896174863387,1,0.4635811836115326,0.4684838160136286,100.38333333333334
Anthony Cirelli\cirelan01,168,40,54,94,64,70,10.700000000000001,33,1,6,8,46,5,3,262,2710,102,200,1032,1047,1956,1716,1446,1296,12.466666666666667,93.16666666666667,46.8,53.2,107,43,451,59.53333333333333,0.15267175572519084,16.13095238095238,0.4963924963924964,0.5326797385620915,0.5273522975929978,105.63333333333334
Anthony DeAngelo\deangan01,200,24,81,105,-13,172,15,19,5,0,4,43,38,0,388,3688,229,164,1,0,2894,3192,2244,2467,8.1,90.75,56.1,43.9,47,190,691,56.825,0.061855670103092786,18.44,1,0.4755175813342097,0.4763319889620038,98.85
